sample_id,F0-Off
25541,99984.42
18629,103236.1
39141,11566.3
3264,107121.4
12021,18078.1
23609,76147.78
21875,4088.57
56319,47923.49
27955,12012.18
21613,4830.22
55913,9280.53
68362,120364.24
45370,383929.2
42092,9124.85
62270,43383.85
54161,35218.42
24690,103953.09
36311,12380.97
39550,13116.54
28668,12410.87
35174,48564.22
39333,48467.72
54825,420447.56
60243,9303.23
54974,8857.54
54445,43198.88
20899,5087.91
8253,85906.29
37432,11752.37
27633,12777.82
47130,410215.0
4529,17267.38
5788,102822.84
68300,60630.66
2375,106037.52
16062,106307.43
22881,84724.63
11051,110528.62
63741,9320.37
45391,383290.03
28629,12330.85
47262,35792.78
25800,17884.59
18379,12477.51
49986,35714.21
38511,50293.49
10371,17972.06
45472,388637.1
29595,12921.02
41423,9236.74
55972,9200.89
34020,14062.44
26147,11145.56
39592,12855.04
18741,108645.76
13688,114878.65
34348,12487.98
16862,88407.8
68593,300237.1
16047,105092.31
21530,11056.62
47695,49570.26
13290,14252.77
54685,127142.02
17480,12765.15
65422,9347.87
7886,17924.96
67060,9125.18
24916,18320.08
66483,10625.38
62383,122552.91
25657,107849.15
25085,17629.72
32548,49068.88
39121,10964.1
53303,9299.84
6960,17774.98
3903,86973.3
37887,12823.84
48693,39346.98
58745,9377.72
49847,35665.66
60408,9397.82
4486,17285.56
60663,119877.31
64453,9114.68
28193,57736.64
63706,9353.51
32528,51650.93
44559,167682.0
6781,109452.77
41052,50211.9
10326,17980.65
26196,109648.94
8016,12365.12
35454,12617.19
30531,13113.73
57634,9108.28
53905,60857.76
27948,11836.56
37366,11844.92
49065,9343.52
53647,21399.12
29067,48991.02
50254,49920.96
29689,16360.18
16598,13135.82
30242,12633.88
51112,49887.98
34678,12168.34
28810,11745.34
33616,13286.34
12074,18073.9
33303,40121.82
8346,86753.02
46608,35401.7
13763,6776.94
28251,50175.48
49038,8939.69
47278,35746.1
6816,109047.82
67203,9112.94
6706,105645.15
60211,9300.68
1370,80192.61
37790,13015.66
33086,12577.37
52414,35635.33
55688,292616.12
48838,94304.66
48503,22579.51
18623,105491.79
24840,103328.9
54115,35298.09
46941,125084.04
32909,12396.07
44357,51722.88
20084,13111.55
36760,49133.18
58469,8916.65
4521,17765.47
25813,17253.1
35583,12123.33
64403,9152.22
2785,17903.38
5186,17473.7
26113,13177.73
59073,292410.56
31007,12397.93
333,12773.85
42211,9099.5
61873,9227.34
9224,83168.79
59062,292409.47
34739,11940.45
41589,12907.5
65535,9709.98
5249,17485.12
36746,35413.32
31257,12189.08
57653,9121.43
7319,90084.0
68510,299277.06
19471,86540.38
31190,12203.21
36792,49403.99
30096,13182.26
31163,12420.0
18140,17276.86
44894,34702.27
38699,13156.79
56804,9147.52
39099,10964.7
31359,14342.85
40089,37850.92
19495,86329.23
45731,35390.0
23433,13281.84
6060,17796.07
346,12653.09
63435,297601.47
49119,9335.44
836,177599.19
24293,17403.49
15479,17519.91
42931,8995.89
62998,9335.76
19588,88038.43
67226,9815.85
64862,44629.78
34517,12614.93
16413,17667.77
60010,301877.94
28201,48922.66
19829,17079.83
49558,42646.13
55100,9293.07
47155,412184.44
30896,12442.69
11891,116169.72
61203,9056.14
64006,38946.74
33567,13351.38
10842,101116.73
40413,13348.45
48730,51418.4
856,88876.77
64554,9322.48
32643,13451.22
65053,120023.26
60370,9715.08
54863,421494.1
12693,105367.72
319,12959.89
2234,91405.54
2390,107178.87
38200,12300.72
68624,299768.22
63484,296269.34
24693,103209.08
55107,9135.73
12607,108247.34
20094,13127.67
36955,13376.77
33400,49980.6
5782,101867.74
17979,87865.46
35071,49201.51
59667,48069.22
14168,92550.57
67956,9422.22
19451,86320.84
43128,9226.26
40181,36943.34
3552,18013.44
34032,13947.78
6870,17785.13
46503,36173.88
51091,49943.67
46034,48108.66
17905,87148.7
66285,9443.39
45989,48680.36
29215,13042.06
4922,105462.24
34530,12744.37
52831,49997.16
698,92900.92
25162,17351.74
48853,90412.9
52163,47021.17
49970,35771.73
59699,49971.03
11662,115134.73
15303,97706.6
31095,12440.93
55290,9025.66
47656,50500.25
17187,5459.84
38686,13174.14
47484,42673.27
62540,296452.56
67016,9205.05
37192,12469.24
8660,17945.6
36132,12416.58
30184,13261.78
425,12449.16
30264,12607.14
50789,36020.1
21205,92737.8
50311,49587.1
62030,9418.5
67743,300349.03
8877,14609.47
28918,38377.74
5809,102436.09
15353,99019.37
23583,4274.78
12914,17777.75
46963,125085.15
7063,17859.12
23537,4314.1
28920,40960.42
50455,123766.93
50131,43441.79
10019,88134.88
26971,13275.46
64921,43048.38
19427,94752.12
44661,35571.62
14335,94563.84
44478,163892.8
62651,9209.04
7897,17925.04
280,17902.57
42618,39176.75
26031,12737.85
17849,81349.92
30965,12436.59
18335,12493.98
61421,43501.06
31694,52624.74
48850,94986.55
47875,126891.6
17746,81474.02
48739,39401.65
10262,98466.8
62842,9463.0
64783,50676.4
45642,35641.11
51686,9600.17
61495,121409.25
5735,102425.26
19118,11188.29
26134,13033.13
58873,54962.52
47469,35583.5
60516,49188.06
9975,73602.56
45178,48171.94
48462,14103.64
3133,90762.46
12822,116433.4
49236,22203.62
26764,18267.53
23523,5782.28
7036,17751.61
54910,421879.53
1591,97578.65
39297,34437.6
19005,5156.79
1542,99754.32
21268,93565.45
2112,11062.68
43840,9129.64
21133,75952.76
51429,418115.25
26228,112514.14
5541,11607.83
31315,12003.82
290,12714.46
26406,104740.86
58648,9412.93
52352,35643.91
15646,16876.77
53935,181006.69
21026,76448.36
20813,17621.04
9515,17420.95
62516,296119.12
50971,43224.0
20154,11340.01
56225,48215.86
19792,17138.51
60711,120804.55
16077,105636.62
45097,48752.35
27236,104871.66
1070,18030.99
13098,17836.92
62591,295742.62
50198,49982.19
37292,12321.96
53061,421527.8
67170,9262.99
14165,80596.84
25283,12065.19
52474,34892.28
44686,35562.14
404,12530.74
61392,48935.64
22456,10080.47
50556,390089.75
32539,51660.53
12067,18074.58
31728,52554.8
31473,37866.43
23720,76024.96
19200,4092.21
21719,7690.65
59906,126050.22
39376,48712.29
28393,13261.65
57240,123870.7
31762,13205.34
6385,15084.61
31777,13205.49
39975,21699.97
32624,13451.53
67944,9429.47
45217,122295.09
27569,12462.54
39804,12792.66
52268,141580.03
41976,232485.6
42973,8994.63
24778,102458.05
47551,42596.09
15309,99003.27
58452,8922.45
3455,17997.9
21261,92742.45
51074,48963.1
58099,119889.34
60172,8942.01
21794,8006.24
33745,12292.78
23188,17137.82
63688,9349.78
35231,13213.61
12632,107310.75
39063,11756.64
60333,9235.19
25937,17801.85
33816,13870.42
49452,19904.18
11121,117792.85
66806,298915.22
21829,4904.32
15157,84443.71
31801,13202.35
50595,393403.84
31942,12555.57
7561,83584.88
64271,295615.84
16415,16997.86
39642,12532.63
30743,37725.07
43303,12970.29
29463,13158.55
11651,115129.47
68224,58229.42
2608,18094.63
5981,97381.05
27360,113484.63
16478,18124.96
64748,10137.32
20460,116465.66
7740,17606.25
9222,83528.79
924,17662.25
61075,9121.02
23896,97786.66
58565,9735.49
17391,13462.31
8685,17951.36
26274,106772.97
28962,38374.38
49690,129598.88
4913,105117.52
37954,12637.32
57157,49536.3
66131,9197.01
18237,17253.48
52159,46273.78
56129,8990.64
20192,96559.59
12628,108549.48
11233,17744.42
20131,11610.61
47338,36142.36
14408,90399.23
7299,90087.99
13454,106564.18
61699,299110.6
20775,5687.09
58008,47663.17
10526,17083.83
25939,18303.56
3984,88977.07
33471,13426.78
62977,9316.77
53737,19929.85
26265,100948.12
35920,49604.05
63710,9346.64
4545,17251.78
51483,9563.7
23402,7651.61
8460,99126.01
62151,9341.5
42778,116547.93
25678,108082.31
58025,52468.12
29805,36575.2
12887,17779.36
67070,9315.38
13691,114088.41
7457,81702.5
52853,49980.0
19861,16717.26
26864,18031.41
43736,240903.95
47374,36144.55
23839,88213.74
49827,35678.4
21320,113264.77
2139,10733.52
56927,9117.51
35578,12207.96
43510,41771.28
24828,107561.88
66462,11407.56
31122,12493.06
2192,88589.3
11366,17174.53
24103,18191.44
29074,49467.28
68476,121563.67
30418,13244.18
30081,13188.87
39074,11756.8
41712,24179.34
15286,99260.05
8372,87553.35
41742,22037.36
45192,122341.05
30265,12596.94
36065,12427.56
37281,12387.04
33324,49810.88
19666,100287.3
64238,295618.5
10122,89444.88
65094,296260.0
52807,50103.24
25669,107603.84
39122,10608.48
51615,9196.88
16244,103802.34
57842,9097.96
56669,9204.22
8726,17581.31
39852,12693.1
62158,9111.03
61348,48931.94
9157,83311.5
32232,12803.79
24971,18285.1
62186,8981.66
60773,120557.41
17443,4946.77
49768,35682.39
5320,17614.62
63391,297611.38
50071,43213.62
18245,17137.15
10540,16923.52
11923,108311.59
60745,121032.24
38578,48256.35
6714,105981.36
62297,43484.64
64304,295594.88
12118,18005.94
1829,17848.4
64774,9679.8
54426,43088.27
40193,47627.58
19132,4784.41
62731,9191.87
21380,83606.96
62082,9116.21
23833,87513.94
52466,35283.47
17338,9058.69
56992,9116.4
64549,9494.71
58655,9728.14
26329,104761.48
6796,108703.88
10617,11882.16
62529,296453.25
23786,87715.93
13981,13539.58
26594,107642.3
1421,80719.65
880,17661.55
23927,97446.55
56647,9204.32
46148,126794.13
35868,37972.24
31825,13194.2
8213,85859.71
26877,18085.76
26952,12470.67
14864,4784.32
24028,17793.92
33651,12644.77
24746,102258.07
9200,83500.78
56527,286918.2
4109,94829.95
25486,100001.85
56977,9102.01
16936,106239.07
31719,51681.22
51218,125089.83
51565,9552.31
63064,49050.36
40872,14401.87
31954,12540.01
5677,76139.9
9286,86951.71
56094,9008.35
19656,100473.41
42351,20078.9
44920,42441.44
50541,394000.84
40888,24303.44
44123,17877.64
19952,18116.28
4700,13109.72
50078,43385.97
61267,9455.85
67077,9307.04
966,17667.69
31032,12527.25
22876,73047.32
50554,395115.97
29141,49455.36
18537,96520.07
39655,13209.86
16899,106942.16
15573,17177.58
9631,17119.76
5441,11656.15
44070,13189.06
39023,12825.61
55525,123265.15
20279,98752.62
23638,77238.14
30641,38493.86
48287,9604.76
62095,9414.77
65079,295591.34
6424,13303.69
41175,49643.59
27805,12227.1
63545,9186.98
33918,14794.21
53551,16548.65
30164,12898.34
38171,13867.91
60654,118851.43
14355,88039.08
33206,39761.22
23272,5224.77
56976,9104.54
22229,97753.28
14377,88062.67
62999,9302.09
24605,103243.22
1199,13169.85
16507,18110.99
22858,74575.35
63354,296943.1
999,17664.77
55341,52638.52
1497,99767.86
27365,112297.82
56848,9146.1
21523,5226.32
48524,22632.5
9174,86237.31
14318,90069.87
20789,5069.43
11394,16984.76
37501,39755.7
17791,81310.96
51199,124698.88
40445,13220.59
46562,36161.95
60336,9685.56
38225,15111.4
37202,12486.54
17958,87508.57
32131,15882.0
57255,122768.4
28919,42485.88
10738,102152.65
3883,87792.52
59440,9118.6
10072,88364.17
66349,9267.71
26454,103472.17
21329,174809.44
7572,84710.56
17929,86946.7
25366,114100.8
66932,9216.78
55738,328795.72
47862,127119.51
22612,6238.55
57292,123927.61
285,17824.46
9492,17420.58
26195,112515.87
43369,20714.21
3708,18554.44
12051,18077.4
40028,12432.34
55243,9055.45
57778,9094.87
62447,121012.8
21973,80512.03
23485,15431.27
42599,20620.15
55752,293811.94
23587,8674.74
44649,35573.14
44246,19561.17
31485,37801.28
15207,98081.79
27856,12094.54
63338,122695.49
21886,80683.46
15264,98308.8
60586,47497.08
39536,13125.91
32074,13028.53
53363,9313.18
36190,12498.76
2983,11714.42
26066,12951.65
44463,70014.48
35654,11131.29
52241,136986.78
40691,13809.07
39650,12562.72
14370,90128.05
32126,13004.92
6805,109065.94
26896,12244.3
6001,100278.02
24467,102426.3
34403,12483.31
10336,17980.18
5774,101295.68
18251,16874.46
55530,121885.46
32386,39163.22
22809,72333.56
39646,12603.58
47612,41985.66
3759,12591.65
11133,111747.17
28187,49744.06
40993,37847.6
17800,82305.4
18184,17101.43
48114,9564.48
19970,17874.9
18102,17408.48
65925,299767.3
26805,17828.0
58944,124768.86
19482,86542.62
58822,49005.69
6938,17782.8
50222,49873.92
36816,48877.9
53072,421527.8
7083,17700.53
26540,108164.83
50368,123574.99
1731,17993.03
10235,97547.01
24285,16926.95
10565,16695.71
66491,10769.34
48201,9629.69
4435,17412.53
6490,102538.25
48936,9337.67
46884,49932.91
18947,5158.53
2404,106636.17
10239,97884.97
4108,94992.53
45128,48825.0
38451,33312.61
31592,38903.24
22064,100022.83
18803,109609.09
42194,9120.33
55674,291131.1
39311,34206.98
62862,9451.26
32747,13002.79
58136,120898.89
31936,12653.59
43181,9077.63
26275,103879.57
66136,9194.13
50990,43401.24
34364,12487.1
39384,49500.36
12187,17931.36
4380,17732.57
48488,22736.8
3446,17998.33
54926,8857.83
60116,8945.2
17332,4967.22
64578,9312.8
58941,124899.18
59145,295462.47
4189,83216.49
27693,12708.04
29015,38628.46
61463,44581.15
51248,124046.93
52309,140442.94
18350,10856.62
51893,14128.75
25400,112526.18
9101,86369.17
16417,16971.11
21144,76188.84
29238,13036.43
52571,35668.78
65003,121319.39
5263,17498.13
57635,9103.88
28978,39502.71
6110,17714.12
41007,37297.16
42611,20336.15
38368,34592.55
21830,4401.38
23377,15345.58
35163,48369.02
43830,9131.64
59750,40242.88
49562,42478.99
49343,20034.02
28858,10792.31
39478,13134.15
12244,17670.59
29625,13446.08
58450,8922.19
23857,87715.85
19735,17758.61
49037,9135.85
3997,89593.14
10024,88758.89
12497,106356.21
23329,4831.66
54653,127097.04
62050,9360.43
41841,36709.07
55204,9015.88
14507,85466.26
27098,113753.86
1490,99286.38
15456,17608.26
59081,348093.72
27211,102423.03
14801,4865.05
54612,50054.54
46904,124250.65
61971,9505.66
41024,38118.85
6660,106126.37
16894,105879.45
1074,17973.73
31854,13161.49
19409,89674.07
46418,35825.43
31544,37572.28
11699,101604.8
56593,287443.56
36329,12139.13
10370,17972.15
38300,12406.7
5909,95105.09
65491,9147.68
26676,18518.73
42380,13005.79
34406,12483.52
4849,85035.79
27456,12500.78
41548,13312.45
20923,13612.88
10244,97663.54
61562,121272.44
65105,296259.72
42221,9095.28
56864,9121.89
5829,101452.48
52845,50860.36
56891,9091.09
15084,92948.11
34529,12734.35
65887,121390.38
40066,38040.89
63803,10265.92
61672,295165.12
64863,43361.16
30068,13190.33
4010,94485.34
28491,12958.23
40817,14678.37
18816,109118.7
32877,12599.96
2401,107138.37
31811,13203.14
52796,50103.96
13650,113399.55
41736,22496.62
65940,300429.62
27957,11924.45
38413,33902.8
9770,12142.79
56149,8998.01
16087,105801.48
38303,13393.04
36160,12337.73
42615,64809.5
7224,12581.24
14248,86800.29
1423,80260.84
29579,15108.69
60705,120215.75
3368,112219.62
20809,5004.71
18244,17098.99
18806,108882.27
62792,9456.48
8576,103243.46
60699,119166.12
35869,37782.96
22315,5795.17
6419,14277.31
46733,42669.89
25916,18222.3
61733,293435.9
47505,42735.32
29919,47584.14
31465,37669.36
21211,94901.48
51044,42542.98
37075,12887.72
28639,12347.85
12880,17779.05
42079,9124.68
67928,9472.14
12129,17933.44
6751,108897.95
67382,48162.36
21061,76975.12
7126,17745.67
16335,17966.72
47801,126538.46
25364,88779.61
10641,11842.77
28512,12966.14
287,12899.31
10998,104161.96
65771,48175.44
51024,43126.08
64828,47697.94
58106,120487.85
40168,37380.0
49668,129519.5
13505,104414.04
41217,9000.31
60240,9311.59
31160,12350.94
32689,13434.95
17847,81709.36
37033,13148.33
39680,12585.57
43348,20653.17
7912,18001.05
52483,35704.59
53772,58930.89
7517,82552.69
49141,9331.54
28834,11083.84
12776,117042.15
32288,12309.05
29502,15204.85
42012,88425.45
24478,102426.22
54812,422359.28
7347,90215.88
28291,48518.78
49284,14669.35
40068,37665.16
21036,76197.46
45330,123251.3
62120,9311.2
14509,176601.34
48804,93632.1
27592,12415.6
17718,78402.47
210,17922.62
19502,85559.4
64742,9930.79
56216,48116.32
45845,42307.94
16327,17200.79
25819,18395.64
33450,48837.9
34431,12449.23
8670,17947.08
25904,17804.42
67786,9164.87
5695,75975.62
53330,8954.31
65639,48212.35
36294,12393.67
51025,43059.32
30479,12835.76
57583,9193.35
15648,17174.69
15939,100125.8
37225,12467.46
26509,108097.17
23330,4879.63
8026,12382.22
34717,12032.14
38035,12603.72
40430,13292.69
60299,9298.42
37872,12930.23
30372,14219.89
56505,286911.97
18652,102892.36
60515,51224.34
38899,13398.43
24711,104098.25
42715,53140.72
30161,12905.46
23597,76877.36
32358,38448.16
24403,12126.38
16858,97310.83
52573,35676.81
36433,12068.16
37464,11512.24
56736,9195.63
27911,12011.29
41410,9229.35
22273,98263.27
8240,88442.62
14908,4878.36
5352,17603.22
57965,47616.28
48871,94826.63
63063,51594.04
20733,5522.36
25923,18178.55
55392,47143.44
25203,12056.74
24596,105797.96
5756,102616.15
6617,105970.26
54932,8858.42
4563,16964.71
30505,14485.4
44332,57066.36
37557,39490.36
57775,9102.15
37256,12304.15
53067,419176.1
5904,96302.73
33250,39756.27
49555,59511.45
52186,48095.56
42091,9124.65
64626,9348.61
59858,125409.09
59189,297366.56
46642,43150.18
24725,103217.17
7507,82415.72
31490,37476.57
52667,43150.83
36743,35873.66
16488,18218.64
18521,82393.53
53568,14316.82
8266,85897.45
35908,49774.68
47685,51064.17
57498,9197.41
53544,14453.2
12781,115617.92
59368,9458.21
20847,16728.66
61041,9185.11
67782,9165.15
39092,10354.13
15011,3807.92
7859,17610.8
9354,88038.78
1600,97148.75
35173,48817.24
2008,11179.34
798,84762.07
42603,21528.35
16854,107304.33
28083,36608.56
